date,open,high,low,close,volume
2026-04-13 10:18:00+05:30,54690.3,54741.05,54684.3,54740.85,0
2026-04-13 10:19:00+05:30,54743.2,54778.4,54739.55,54778.4,0
2026-04-13 10:20:00+05:30,54778.5,54819.85,54768.25,54819.85,0
2026-04-13 10:21:00+05:30,54822.65,54860.6,54821.05,54847.25,0
2026-04-13 10:22:00+05:30,54849.15,54871.2,54847.75,54868.65,0
2026-04-13 10:23:00+05:30,54868.45,54871.35,54834.55,54842.9,0
2026-04-13 10:24:00+05:30,54841.4,54863.85,54838.4,54844.75,0
2026-04-13 10:25:00+05:30,54844.8,54863.8,54838.95,54859.1,0
2026-04-13 10:26:00+05:30,54860.15,54902.25,54846.75,54902.25,0
2026-04-13 10:27:00+05:30,54903.65,54944.95,54900.35,54913.8,0
2026-04-13 10:28:00+05:30,54919.25,54928.1,54907.85,54912.45,0
2026-04-13 10:29:00+05:30,54912.75,54912.75,54882.65,54903.1,0
2026-04-13 10:30:00+05:30,54902.45,54934.6,54901.0,54922.4,0
2026-04-13 10:31:00+05:30,54924.55,54924.55,54888.25,54893.9,0
2026-04-13 10:32:00+05:30,54895.85,54915.7,54892.15,54910.35,0
2026-04-13 10:33:00+05:30,54910.85,54921.25,54851.45,54865.15,0
2026-04-13 10:34:00+05:30,54866.5,54883.65,54866.5,54881.85,0
2026-04-13 10:35:00+05:30,54882.65,54895.75,54847.85,54847.85,0
2026-04-13 10:36:00+05:30,54855.55,54856.2,54823.9,54833.2,0
2026-04-13 10:37:00+05:30,54831.15,54875.55,54818.2,54869.3,0
2026-04-13 10:38:00+05:30,54872.55,54881.5,54851.35,54855.7,0
2026-04-13 10:39:00+05:30,54860.5,54921.25,54854.55,54915.9,0
2026-04-13 10:40:00+05:30,54915.4,54939.4,54913.35,54927.25,0
2026-04-13 10:41:00+05:30,54927.4,54937.9,54807.6,54831.95,0
2026-04-13 10:42:00+05:30,54834.65,54855.2,54826.7,54835.95,0
2026-04-13 10:43:00+05:30,54838.65,54882.55,54829.55,54882.5,0
2026-04-13 10:44:00+05:30,54884.3,54916.6,54868.05,54911.35,0
2026-04-13 10:45:00+05:30,54909.5,54959.35,54902.05,54938.6,0
2026-04-13 10:46:00+05:30,54939.75,54979.9,54939.75,54969.6,0
2026-04-13 10:47:00+05:30,54965.6,54970.05,54934.45,54954.95,0
2026-04-13 10:48:00+05:30,54951.6,54977.65,54949.2,54961.5,0
2026-04-13 10:49:00+05:30,54959.05,54962.25,54927.7,54939.55,0
2026-04-13 10:50:00+05:30,54939.85,54950.5,54927.55,54949.85,0
2026-04-13 10:51:00+05:30,54942.4,54951.8,54931.8,54938.55,0
2026-04-13 10:52:00+05:30,54934.4,54973.25,54928.85,54971.45,0
2026-04-13 10:53:00+05:30,54974.8,54996.55,54970.55,54982.35,0
2026-04-13 10:54:00+05:30,54981.0,54991.8,54969.45,54973.0,0
2026-04-13 10:55:00+05:30,54976.05,55019.8,54972.15,54998.65,0
2026-04-13 10:56:00+05:30,54998.1,55004.3,54987.35,54996.9,0
2026-04-13 10:57:00+05:30,54999.15,55007.25,54989.65,54999.5,0
2026-04-13 10:58:00+05:30,55001.85,55001.85,54967.25,54978.0,0
2026-04-13 10:59:00+05:30,54974.95,54975.15,54951.15,54964.35,0
2026-04-13 11:00:00+05:30,54960.85,54966.55,54943.75,54949.75,0
2026-04-13 11:01:00+05:30,54948.45,54949.0,54924.1,54925.6,0
2026-04-13 11:02:00+05:30,54921.55,54940.25,54921.55,54935.2,0
2026-04-13 11:03:00+05:30,54934.05,54958.25,54931.0,54941.95,0
2026-04-13 11:04:00+05:30,54941.75,54953.0,54937.6,54951.5,0
2026-04-13 11:05:00+05:30,54948.1,54977.8,54948.1,54977.15,0
2026-04-13 11:06:00+05:30,54976.95,54978.65,54947.6,54950.55,0
2026-04-13 11:07:00+05:30,54951.2,54965.0,54943.65,54964.8,0
2026-04-13 11:08:00+05:30,54963.95,54969.0,54953.2,54965.65,0
2026-04-13 11:09:00+05:30,54964.3,54964.35,54939.4,54942.1,0
2026-04-13 11:10:00+05:30,54940.1,54946.15,54905.4,54912.0,0
2026-04-13 11:11:00+05:30,54909.75,54912.8,54889.95,54910.3,0
2026-04-13 11:12:00+05:30,54911.1,54949.85,54909.6,54949.85,0
2026-04-13 11:13:00+05:30,54949.55,54959.1,54946.1,54958.35,0
2026-04-13 11:14:00+05:30,54958.3,54958.3,54940.9,54954.05,0
2026-04-13 11:15:00+05:30,54953.2,54971.1,54953.2,54963.45,0
2026-04-13 11:16:00+05:30,54963.8,54976.55,54957.95,54968.6,0
2026-04-13 11:17:00+05:30,54969.95,54972.1,54961.25,54969.5,0
2026-04-13 11:18:00+05:30,54969.25,54970.85,54952.7,54959.1,0
2026-04-13 11:19:00+05:30,54956.9,54961.75,54940.2,54941.3,0
2026-04-13 11:20:00+05:30,54943.85,54958.0,54931.45,54931.6,0
2026-04-13 11:21:00+05:30,54932.1,54934.9,54898.85,54910.8,0
2026-04-13 11:22:00+05:30,54911.7,54970.7,54908.6,54969.0,0
2026-04-13 11:23:00+05:30,54968.65,54979.25,54950.15,54951.35,0
2026-04-13 11:24:00+05:30,54952.45,54962.8,54939.25,54943.2,0
2026-04-13 11:25:00+05:30,54944.0,54971.95,54939.15,54970.0,0
2026-04-13 11:26:00+05:30,54969.35,54976.5,54959.8,54969.8,0
2026-04-13 11:27:00+05:30,54965.05,54965.9,54938.5,54944.4,0
2026-04-13 11:28:00+05:30,54946.25,54948.5,54939.05,54943.25,0
2026-04-13 11:29:00+05:30,54939.2,54941.95,54908.05,54908.05,0
2026-04-13 11:30:00+05:30,54911.15,54935.7,54909.65,54935.1,0
2026-04-13 11:31:00+05:30,54935.7,54943.95,54898.35,54898.6,0
2026-04-13 11:32:00+05:30,54901.2,54914.9,54890.25,54905.45,0
2026-04-13 11:33:00+05:30,54902.75,54905.15,54882.55,54891.65,0
2026-04-13 11:34:00+05:30,54888.3,54921.6,54888.3,54917.15,0
2026-04-13 11:35:00+05:30,54915.75,54947.85,54914.6,54947.85,0
2026-04-13 11:36:00+05:30,54950.0,54958.0,54926.05,54958.0,0
2026-04-13 11:37:00+05:30,54957.9,54976.8,54951.7,54969.1,0
2026-04-13 11:38:00+05:30,54968.9,54996.0,54963.3,54995.45,0
2026-04-13 11:39:00+05:30,54995.1,55012.5,54985.05,54989.6,0
2026-04-13 11:40:00+05:30,54990.2,54993.0,54977.85,54986.85,0
2026-04-13 11:41:00+05:30,54988.45,54988.45,54968.5,54972.85,0
2026-04-13 11:42:00+05:30,54971.25,54977.35,54954.35,54959.35,0
2026-04-13 11:43:00+05:30,54959.25,54961.2,54949.4,54961.1,0
2026-04-13 11:44:00+05:30,54959.9,54962.65,54952.15,54953.55,0
2026-04-13 11:45:00+05:30,54955.45,54978.4,54948.05,54976.9,0
2026-04-13 11:46:00+05:30,54974.25,54995.65,54974.25,54990.3,0
2026-04-13 11:47:00+05:30,54988.35,55011.2,54988.35,55007.2,0
2026-04-13 11:48:00+05:30,55008.35,55053.85,55008.2,55046.65,0
2026-04-13 11:49:00+05:30,55044.4,55049.55,55033.8,55041.05,0
2026-04-13 11:50:00+05:30,55049.55,55090.3,55049.55,55080.4,0
2026-04-13 11:51:00+05:30,55082.7,55095.6,55080.6,55090.85,0
2026-04-13 11:52:00+05:30,55091.45,55091.7,55067.35,55067.4,0
2026-04-13 11:53:00+05:30,55063.95,55068.15,55052.65,55059.35,0
2026-04-13 11:54:00+05:30,55058.9,55092.6,55058.9,55092.6,0
2026-04-13 11:55:00+05:30,55093.6,55131.8,55093.6,55117.1,0
2026-04-13 11:56:00+05:30,55120.5,55121.0,55096.25,55096.25,0
2026-04-13 11:57:00+05:30,55099.05,55109.3,55084.2,55087.45,0
2026-04-13 11:58:00+05:30,55090.75,55096.5,55079.2,55085.05,0
2026-04-13 11:59:00+05:30,55086.15,55089.25,55069.05,55073.25,0
2026-04-13 12:00:00+05:30,55075.65,55126.55,55075.65,55125.1,0
2026-04-13 12:01:00+05:30,55126.45,55135.75,55123.1,55124.65,0
2026-04-13 12:02:00+05:30,55125.75,55130.65,55113.25,55115.2,0
2026-04-13 12:03:00+05:30,55115.05,55129.6,55108.6,55128.05,0
2026-04-13 12:04:00+05:30,55127.05,55130.0,55113.2,55113.2,0
2026-04-13 12:05:00+05:30,55114.95,55134.55,55113.5,55129.2,0
2026-04-13 12:06:00+05:30,55129.45,55164.7,55129.45,55160.0,0
2026-04-13 12:07:00+05:30,55162.2,55167.0,55146.0,55150.5,0
2026-04-13 12:08:00+05:30,55150.35,55155.05,55141.6,55143.1,0
2026-04-13 12:09:00+05:30,55143.35,55156.65,55142.2,55147.85,0
2026-04-13 12:10:00+05:30,55148.35,55175.95,55147.0,55169.35,0
2026-04-13 12:11:00+05:30,55172.1,55181.7,55166.7,55172.4,0
2026-04-13 12:12:00+05:30,55173.5,55175.15,55152.55,55162.4,0
2026-04-13 12:13:00+05:30,55162.1,55199.2,55159.6,55195.75,0
2026-04-13 12:14:00+05:30,55193.75,55213.35,55189.35,55209.8,0
2026-04-13 12:15:00+05:30,55208.85,55224.9,55208.1,55219.95,0
2026-04-13 12:16:00+05:30,55218.5,55220.8,55206.4,55214.7,0
2026-04-13 12:17:00+05:30,55216.15,55224.95,55210.55,55217.7,0
2026-04-13 12:18:00+05:30,55224.4,55224.4,55201.85,55213.05,0
2026-04-13 12:19:00+05:30,55214.3,55243.9,55208.8,55238.75,0
2026-04-13 12:20:00+05:30,55238.1,55255.95,55235.35,55249.6,0
2026-04-13 12:21:00+05:30,55251.5,55259.25,55235.05,55235.05,0
2026-04-13 12:22:00+05:30,55235.15,55235.15,55201.8,55204.1,0
2026-04-13 12:23:00+05:30,55204.4,55240.15,55201.05,55231.6,0
2026-04-13 12:24:00+05:30,55235.55,55259.45,55230.8,55257.95,0
2026-04-13 12:25:00+05:30,55255.8,55284.15,55252.95,55280.5,0
2026-04-13 12:26:00+05:30,55280.1,55330.25,55278.25,55326.05,0
2026-04-13 12:27:00+05:30,55331.6,55336.5,55317.7,55335.8,0
2026-04-13 12:28:00+05:30,55336.0,55356.6,55333.0,55348.15,0
2026-04-13 12:29:00+05:30,55349.25,55369.8,55344.3,55369.8,0
2026-04-13 12:30:00+05:30,55371.05,55389.9,55349.25,55356.2,0
2026-04-13 12:31:00+05:30,55353.05,55371.6,55352.2,55369.15,0
2026-04-13 12:32:00+05:30,55369.7,55371.45,55357.35,55357.9,0
2026-04-13 12:33:00+05:30,55358.55,55373.05,55332.95,55358.05,0
2026-04-13 12:34:00+05:30,55356.45,55363.55,55326.5,55328.4,0
2026-04-13 12:35:00+05:30,55334.3,55349.4,55334.3,55346.85,0
2026-04-13 12:36:00+05:30,55348.45,55354.6,55333.15,55349.0,0
2026-04-13 12:37:00+05:30,55346.7,55378.9,55346.7,55378.8,0
2026-04-13 12:38:00+05:30,55377.9,55415.1,55377.9,55410.3,0
2026-04-13 12:39:00+05:30,55409.65,55434.8,55395.6,55395.6,0
2026-04-13 12:40:00+05:30,55392.75,55402.65,55379.5,55400.15,0
2026-04-13 12:41:00+05:30,55399.85,55411.15,55389.15,55410.2,0
2026-04-13 12:42:00+05:30,55409.25,55433.55,55406.15,55433.55,0
2026-04-13 12:43:00+05:30,55432.35,55434.85,55415.7,55415.95,0
2026-04-13 12:44:00+05:30,55418.1,55430.45,55413.8,55428.05,0
2026-04-13 12:45:00+05:30,55428.5,55428.5,55406.75,55413.4,0
2026-04-13 12:46:00+05:30,55412.65,55412.65,55386.25,55393.0,0
2026-04-13 12:47:00+05:30,55393.4,55409.2,55389.95,55395.4,0
2026-04-13 12:48:00+05:30,55392.45,55411.4,55391.9,55400.4,0
2026-04-13 12:49:00+05:30,55401.7,55440.45,55401.7,55429.4,0
2026-04-13 12:50:00+05:30,55427.05,55435.4,55421.2,55427.5,0
2026-04-13 12:51:00+05:30,55426.05,55428.7,55408.35,55417.55,0
2026-04-13 12:52:00+05:30,55417.6,55435.3,55416.1,55427.35,0
2026-04-13 12:53:00+05:30,55429.6,55444.35,55425.05,55436.9,0
2026-04-13 12:54:00+05:30,55433.3,55433.3,55386.9,55388.95,0
2026-04-13 12:55:00+05:30,55390.05,55391.15,55369.0,55375.2,0
2026-04-13 12:56:00+05:30,55377.0,55382.1,55315.6,55317.55,0
2026-04-13 12:57:00+05:30,55314.5,55321.55,55246.3,55321.55,0
2026-04-13 12:58:00+05:30,55323.4,55370.85,55323.4,55341.1,0
2026-04-13 12:59:00+05:30,55347.75,55347.75,55310.85,55310.85,0
2026-04-13 13:00:00+05:30,55312.95,55331.0,55292.45,55331.0,0
2026-04-13 13:01:00+05:30,55332.65,55347.05,55325.6,55331.1,0
2026-04-13 13:02:00+05:30,55334.3,55334.3,55282.15,55282.15,0
2026-04-13 13:03:00+05:30,55284.45,55284.8,55230.45,55244.1,0
2026-04-13 13:04:00+05:30,55245.5,55307.9,55245.5,55283.45,0
2026-04-13 13:05:00+05:30,55284.0,55315.0,55281.3,55307.4,0
2026-04-13 13:06:00+05:30,55310.15,55339.25,55304.1,55337.1,0
2026-04-13 13:07:00+05:30,55334.4,55340.4,55313.7,55317.75,0
2026-04-13 13:08:00+05:30,55320.3,55338.05,55310.95,55335.7,0
2026-04-13 13:09:00+05:30,55340.25,55357.35,55331.2,55333.8,0
2026-04-13 13:10:00+05:30,55330.25,55332.5,55312.6,55322.3,0
2026-04-13 13:11:00+05:30,55322.6,55365.15,55320.6,55360.5,0
2026-04-13 13:12:00+05:30,55368.0,55386.4,55363.3,55377.45,0
2026-04-13 13:13:00+05:30,55382.15,55387.7,55361.0,55362.5,0
2026-04-13 13:14:00+05:30,55362.5,55394.0,55358.95,55391.3,0
2026-04-13 13:15:00+05:30,55394.85,55433.8,55390.75,55414.4,0
2026-04-13 13:16:00+05:30,55416.2,55416.6,55371.4,55374.1,0
2026-04-13 13:17:00+05:30,55375.15,55383.9,55367.7,55368.25,0
2026-04-13 13:18:00+05:30,55371.15,55406.05,55365.0,55401.4,0
2026-04-13 13:19:00+05:30,55402.65,55432.4,55402.65,55431.6,0
2026-04-13 13:20:00+05:30,55434.75,55448.4,55415.3,55424.8,0
2026-04-13 13:21:00+05:30,55427.9,55436.3,55416.45,55427.25,0
2026-04-13 13:22:00+05:30,55427.05,55429.7,55411.85,55411.95,0
2026-04-13 13:23:00+05:30,55413.65,55413.65,55383.65,55400.9,0
2026-04-13 13:24:00+05:30,55403.2,55403.4,55384.4,55393.75,0
2026-04-13 13:25:00+05:30,55400.05,55423.9,55393.25,55407.7,0
2026-04-13 13:26:00+05:30,55406.0,55410.25,55377.1,55377.1,0
2026-04-13 13:27:00+05:30,55383.2,55399.85,55369.55,55391.65,0
2026-04-13 13:28:00+05:30,55394.7,55417.9,55392.95,55414.1,0
2026-04-13 13:29:00+05:30,55415.1,55419.0,55403.65,55403.65,0
2026-04-13 13:30:00+05:30,55407.05,55428.2,55407.05,55416.7,0
2026-04-13 13:31:00+05:30,55417.15,55445.95,55417.15,55442.6,0
2026-04-13 13:32:00+05:30,55443.7,55474.8,55439.95,55473.4,0
2026-04-13 13:33:00+05:30,55476.25,55511.0,55474.2,55498.35,0
2026-04-13 13:34:00+05:30,55496.6,55527.15,55496.6,55507.5,0
2026-04-13 13:35:00+05:30,55512.2,55516.4,55496.95,55502.05,0
2026-04-13 13:36:00+05:30,55502.1,55522.55,55491.0,55515.75,0
2026-04-13 13:37:00+05:30,55511.95,55544.1,55511.45,55540.9,0
2026-04-13 13:38:00+05:30,55536.9,55550.1,55512.6,55512.6,0
2026-04-13 13:39:00+05:30,55512.4,55522.4,55490.05,55519.15,0
2026-04-13 13:40:00+05:30,55523.75,55533.25,55504.2,55509.0,0
2026-04-13 13:41:00+05:30,55509.95,55513.2,55489.7,55498.55,0
2026-04-13 13:42:00+05:30,55498.6,55514.85,55479.05,55479.05,0
2026-04-13 13:43:00+05:30,55479.75,55509.5,55479.0,55506.3,0
2026-04-13 13:44:00+05:30,55507.45,55511.6,55490.7,55492.3,0
2026-04-13 13:45:00+05:30,55498.35,55505.2,55480.6,55481.85,0
2026-04-13 13:46:00+05:30,55482.4,55496.65,55474.15,55474.15,0
2026-04-13 13:47:00+05:30,55475.6,55500.55,55472.55,55475.75,0
2026-04-13 13:48:00+05:30,55479.45,55498.25,55469.65,55494.25,0
2026-04-13 13:49:00+05:30,55496.9,55516.25,55495.85,55509.65,0
2026-04-13 13:50:00+05:30,55510.2,55529.25,55501.4,55528.05,0
2026-04-13 13:51:00+05:30,55526.65,55533.45,55512.3,55533.45,0
2026-04-13 13:52:00+05:30,55529.5,55629.1,55529.5,55629.1,0
2026-04-13 13:53:00+05:30,55626.6,55646.4,55614.1,55625.25,0
2026-04-13 13:54:00+05:30,55627.1,55668.05,55616.9,55668.05,0
2026-04-13 13:55:00+05:30,55664.1,55712.65,55654.2,55708.75,0
2026-04-13 13:56:00+05:30,55709.4,55725.55,55697.85,55719.25,0
2026-04-13 13:57:00+05:30,55723.5,55740.9,55716.2,55726.8,0
2026-04-13 13:58:00+05:30,55727.1,55752.65,55701.3,55701.3,0
2026-04-13 13:59:00+05:30,55703.7,55708.15,55690.9,55699.45,0
2026-04-13 14:00:00+05:30,55700.2,55717.15,55692.05,55699.0,0
2026-04-13 14:01:00+05:30,55698.9,55716.1,55696.9,55706.65,0
2026-04-13 14:02:00+05:30,55705.6,55715.85,55695.05,55698.4,0
2026-04-13 14:03:00+05:30,55701.65,55713.95,55687.5,55692.25,0
2026-04-13 14:04:00+05:30,55695.5,55709.2,55686.1,55693.3,0
2026-04-13 14:05:00+05:30,55694.45,55699.7,55609.95,55617.85,0
2026-04-13 14:06:00+05:30,55619.05,55646.35,55618.15,55621.2,0
2026-04-13 14:07:00+05:30,55620.95,55629.45,55608.2,55624.05,0
2026-04-13 14:08:00+05:30,55623.35,55649.55,55622.1,55626.8,0
2026-04-13 14:09:00+05:30,55632.45,55634.3,55582.65,55587.8,0
2026-04-13 14:10:00+05:30,55583.65,55588.5,55550.15,55574.4,0
2026-04-13 14:11:00+05:30,55575.55,55575.55,55534.1,55537.7,0
2026-04-13 14:12:00+05:30,55539.35,55568.55,55520.4,55564.25,0
2026-04-13 14:13:00+05:30,55564.85,55578.25,55548.0,55564.0,0
2026-04-13 14:14:00+05:30,55564.0,55581.2,55548.85,55575.0,0
2026-04-13 14:15:00+05:30,55583.15,55604.15,55535.45,55537.7,0
2026-04-13 14:16:00+05:30,55535.3,55568.9,55531.05,55538.4,0
2026-04-13 14:17:00+05:30,55535.25,55593.5,55527.0,55593.5,0
2026-04-13 14:18:00+05:30,55592.95,55623.3,55570.4,55573.15,0
2026-04-13 14:19:00+05:30,55572.35,55597.2,55564.1,55589.1,0
2026-04-13 14:20:00+05:30,55593.0,55616.95,55587.6,55605.65,0
2026-04-13 14:21:00+05:30,55598.2,55605.1,55581.5,55595.9,0
2026-04-13 14:22:00+05:30,55590.25,55629.6,55585.9,55621.2,0
2026-04-13 14:23:00+05:30,55619.7,55637.7,55612.9,55626.25,0
2026-04-13 14:24:00+05:30,55624.5,55626.3,55601.75,55620.0,0
2026-04-13 14:25:00+05:30,55620.25,55662.2,55617.25,55651.45,0
2026-04-13 14:26:00+05:30,55650.65,55653.05,55634.35,55651.0,0
2026-04-13 14:27:00+05:30,55651.15,55663.9,55645.55,55650.75,0
2026-04-13 14:28:00+05:30,55651.8,55664.45,55641.4,55648.8,0
2026-04-13 14:29:00+05:30,55647.9,55651.65,55626.6,55635.45,0
2026-04-13 14:30:00+05:30,55634.75,55699.75,55634.75,55695.65,0
2026-04-13 14:31:00+05:30,55694.05,55694.6,55658.1,55667.4,0
2026-04-13 14:32:00+05:30,55667.4,55701.75,55664.7,55695.6,0
2026-04-13 14:33:00+05:30,55692.8,55711.05,55686.8,55700.9,0
2026-04-13 14:34:00+05:30,55699.0,55704.7,55682.15,55689.2,0
2026-04-13 14:35:00+05:30,55691.5,55696.5,55664.1,55690.7,0
2026-04-13 14:36:00+05:30,55693.95,55699.45,55671.8,55694.2,0
2026-04-13 14:37:00+05:30,55692.6,55707.55,55680.0,55686.7,0
2026-04-13 14:38:00+05:30,55682.5,55737.05,55682.5,55708.2,0
2026-04-13 14:39:00+05:30,55717.3,55720.55,55654.05,55654.6,0
2026-04-13 14:40:00+05:30,55656.15,55698.95,55651.05,55680.05,0
2026-04-13 14:41:00+05:30,55683.15,55693.8,55669.05,55675.55,0
2026-04-13 14:42:00+05:30,55675.4,55678.4,55637.6,55645.25,0
2026-04-13 14:43:00+05:30,55645.9,55651.25,55625.65,55635.05,0
2026-04-13 14:44:00+05:30,55629.45,55669.25,55613.55,55647.05,0
2026-04-13 14:45:00+05:30,55647.95,55669.7,55625.9,55668.7,0
2026-04-13 14:46:00+05:30,55661.75,55682.7,55648.6,55654.95,0
2026-04-13 14:47:00+05:30,55655.65,55681.2,55642.75,55658.95,0
2026-04-13 14:48:00+05:30,55659.7,55693.0,55652.05,55689.5,0
2026-04-13 14:49:00+05:30,55689.1,55706.4,55668.25,55681.45,0
2026-04-13 14:50:00+05:30,55681.85,55684.0,55651.85,55664.9,0
2026-04-13 14:51:00+05:30,55667.8,55678.0,55661.75,55673.65,0
2026-04-13 14:52:00+05:30,55672.05,55695.05,55669.1,55675.05,0
2026-04-13 14:53:00+05:30,55669.0,55681.0,55659.55,55673.4,0
2026-04-13 14:54:00+05:30,55666.7,55678.95,55649.4,55673.65,0
2026-04-13 14:55:00+05:30,55670.3,55707.9,55670.3,55690.25,0
2026-04-13 14:56:00+05:30,55690.8,55692.35,55667.7,55675.45,0
2026-04-13 14:57:00+05:30,55677.35,55686.25,55664.35,55670.95,0
2026-04-13 14:58:00+05:30,55668.85,55699.85,55668.85,55693.9,0
2026-04-13 14:59:00+05:30,55692.7,55696.6,55672.05,55673.0,0
2026-04-13 15:00:00+05:30,55674.55,55675.25,55577.95,55577.95,0
2026-04-13 15:01:00+05:30,55577.95,55587.0,55524.95,55561.65,0
2026-04-13 15:02:00+05:30,55561.65,55646.9,55561.05,55640.0,0
2026-04-13 15:03:00+05:30,55640.0,55702.45,55621.05,55621.6,0
2026-04-13 15:04:00+05:30,55621.6,55635.75,55577.4,55579.75,0
2026-04-13 15:05:00+05:30,55579.75,55603.5,55547.65,55589.5,0
2026-04-13 15:06:00+05:30,55592.3,55679.6,55592.3,55663.35,0
2026-04-13 15:07:00+05:30,55663.35,55674.15,55569.85,55570.95,0
2026-04-13 15:08:00+05:30,55570.95,55623.5,55565.45,55588.9,0
2026-04-13 15:09:00+05:30,55588.9,55620.0,55580.2,55605.1,0
2026-04-13 15:10:00+05:30,55605.1,55611.8,55575.7,55595.0,0
2026-04-13 15:11:00+05:30,55595.0,55633.45,55581.3,55633.45,0
2026-04-13 15:12:00+05:30,55631.35,55657.75,55615.05,55619.1,0
